ID,Title,Author,ISBN13,Publication,Published_Date,Ratings,Genres,Reviews,Average_Rating,Language
303,What the Dog Saw: And Other Adventures,Malcolm  Gladwell,9780316076203,"Little, Brown and Company",2010,"67,274","Nonfiction, Psychology, Business, Writing, Essays, Sociology","3,766",3.82,English
304,Feed (Newsflesh Series #1),Mira Grant,9780316081054,Orbit,2010,"39,840","Horror, Zombies, Horror, Science Fiction, Fiction, Science Fiction, Dystopia","5,036",3.87,English
305,Blonde Bombshell,Tom Holt,9780316086998, Orbit,2010,"1,162","Science Fiction, Fiction, Humor, Fantasy, Humor, Comedy",131,3.73,English
306,2312,Kim Stanley Robinson,9780316098120, Orbit,2013,"11,208","Science Fiction, Fiction","1,717",3.43,English
307,Room,Emma Donoghue,9780316098335," Little, Brown and Company",2011,"520,945","Fiction, Contemporary, Adult, Adult Fiction","40,769",4.02,English
308,The Quickie,James Patterson,9780316117364," Little, Brown and Company",2009,"32,145","Mystery, Fiction, Thriller, Suspense","2,134",3.81,English
309,The Statistical Probability of Love at First Sight,Jennifer E. Smith,9780316122382, Poppy/Little Brown,2013,"91,735","Young Adult, Romance, Contemporary, Fiction, Realistic Fiction","9,324",3.8,English
310,Beautiful Chaos (Beautiful Creatures Series #3),Kami Garcia,9780316123518,"Little, Brown Books for Young Readers",2012,"79,396","Young Adult, Fantasy, Fantasy, Paranormal, Romance","4,291",3.95,English
311,Beautiful Redemption (Beautiful Creatures Series #4),Kami Garcia,9780316123563,"Little, Brown Books for Young Readers",2013,"54,282","Young Adult, Fantasy, Fantasy, Paranormal, Romance","3,892",3.94,English
312,The Short Second Life of Bree Tanner: An Eclipse Novella,Stephenie Meyer,9780316228527,"Little, Brown Books for Young Readers",2012,"155,983","Young Adult, Fantasy, Paranormal, Vampires, Fantasy, Paranormal, Fiction","9,723",3.51,English
313,The Diviners (Diviners Series #1),Libba Bray,9780316126106,"Little, Brown Books for Young Readers",2013,"45,903","Young Adult, Fantasy, Historical Fiction, Fantasy, Paranormal, Mystery, Historical, Horror, Fiction, Fantasy, Supernatural, Audiobook","6,971",3.96,English
314,The Art of Fielding,Chad Harbach,9780316126694," Little, Brown and Company",2012,"85,855","Fiction, Sports and Games, Sports, Sports, Baseball, Contemporary","9,443",3.99,
315,When You Are Engulfed in Flames,David Sedaris,9780316143479, Little Brown and Company,2009,"152,138","Humor, Nonfiction, Autobiography, Memoir, Writing, Essays, Short Stories","8,875",4.04,English
316,A Wedding in December,Anita Shreve,9780316154512, Back Bay Books,2006,"16,707","Fiction, Womens Fiction, Chick Lit, Romance, Contemporary","1,400",3.07,English
317,School's Out - Forever (Maximum Ride Series #2),James Patterson,9780316067966,"Little, Brown and Company",2007,"91,650","Young Adult, Fantasy, Science Fiction","3,054",4.16,English
318,Consider the Lobster: And Other Essays,David Foster Wallace,9780316013321,"Little, Brown and Company",2007,"27,826","Nonfiction, Writing, Essays, Humor, Short Stories, Philosophy","2,181",4.25,English
319,"New Moon (Twilight, #2)",Stephenie Meyer,9780316160193," Little, Brown and Company",2008,"1,165,495","Young Adult, Fantasy, Romance, Paranormal, Vampires, Fiction, Fantasy, Paranormal, Romance, Paranormal Romance, Fantasy, Supernatural, Shapeshifters, Werewolves, Young Adult, Teen","43,548",3.52,English
320,Eclipse,Stephenie Meyer,9780316160209," Little, Brown and Company",2009,"1,144,586","Young Adult, Fantasy, Romance, Paranormal, Vampires, Fiction","34,866",3.7,English
321,The Short Second Life of Bree Tanner: An Eclipse Novella,Stephenie Meyer,9780316228527,"Little, Brown Books for Young Readers",2012,"1,144,586","Young Adult, Fantasy, Romance, Paranormal, Vampires, Fiction","34,866",3.7,English
322,Eggs,Jerry Spinelli,9780316166461," Little, Brown Books for Young Readers",2008,"8,198","Realistic Fiction, Young Adult, Fiction, Childrens","1,007",3.61,English
323,The Lovely Bones,Alice Sebold,9780316166683," Little, Brown and Company",2004,"1,597,907","Fiction, Mystery, Young Adult, Contemporary, Fantasy","35,922",3.77,English
324,The Snow Child,Eowyn Ivey,9780316175678, Reagan Arthur Books,2012,"79,369","Fiction, Adult Fiction, Literary Fiction, Book Club","10,774",3.94,English
325,Life After Life,Kate Atkinson,9780316176484, Reagan Arthur Books,2014,"151,137","Historical Fiction, Fiction, Science Fiction, Time Travel, Literary Fiction","20,140",3.74,English
326,A God in Ruins,Kate Atkinson,9780316176538," Little, Brown and Company",2016,"30,823","Fiction, Historical Fiction, Historical, War, Literary Fiction, Audiobook","4,544",3.92,English
327,Theft of Swords,Michael J. Sullivan,9780316187749, Orbit,2011,"33,580","Fantasy, Fiction, Fantasy, Epic Fantasy, Adventure, Fantasy, High Fantasy","2,397",4.2,English
328,"Where'd You Go, Bernadette",Maria Semple,9780316204279," Little, Brown and Company",2013,"246,359","Fiction, Humor, Contemporary, Mystery, Womens Fiction, Chick Lit, Adult, Adult Fiction","27,464",3.91,English
329,The Cuckoo's Calling (Cormoran Strike Series #1),Robert Galbraith,9780316206853,"Little, Brown and Company",2014,"312,677","Mystery, Fiction, Mystery, Crime, Thriller, Audiobook, Adult, Thriller, Mystery Thriller, Contemporary, Mystery, Detective, Adult Fiction","26,031",3.83,English
330,The Silkworm (Cormoran Strike Series #2),Robert Galbraith,9780316206891,"Little, Brown and Company",2015,"131,531","Mystery, Fiction, Mystery, Crime, Audiobook, Thriller","12,742",4.03,English
331,Parasite (Parasitology Trilogy Series #1),Mira Grant,9780316218924,Orbit,2014,"10,412","Science Fiction, Adult","1,821",3.65,English
332,The Casual Vacancy,J. K. Rowling,9780316228534," Little, Brown and Company",2013,"245,273","Fiction, Contemporary, Mystery","28,051",3.27,English
333,We Need New Names,NoViolet Bulawayo,9780316230810, Reagan Arthur Books,2014,"12,279","Cultural, Africa, Fiction, Contemporary, Literary Fiction","1,737",3.7,English
334,Burial Rites,Hannah Kent,9780316243919," Little, Brown and Company",2014,"47,770","Mystery, Adult, Historical Fiction, Adult Fiction","7,374",4.0,English
335,The Universe Versus Alex Woods,Gavin Extence,9780316246576, Redhook,2014,"15,672","Fiction, Young Adult, Contemporary","2,037",4.08,English
336,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,9780316322409," Little, Brown and Company",2015,"194,997","Nonfiction, Biography, Autobiography, Memoir, Feminism","13,272",4.05,English
337,Cosmopolis,Don DeLillo,9780330412742, Picador,2004,"11,950","Fiction, Novels, Contemporary, Literature, American, Literature","1,123",3.22,English
338,Sons of Fortune,Jeffrey Archer,9780330413350, Pan,2003,"14,166","Fiction, Thriller, Historical Fiction",464,3.82,English
339,The Forgotten Garden,Kate Morton,9780330449601, Pan Books,2010,"150,959","Fiction, Historical Fiction, Historical, Cultural, Australia, Romance, Adult Fiction","15,457",4.12,English
340,Dirt Music,Tim Winton,9780330490269, Picador,2003,"8,454","Fiction, Cultural, Australia, Literary Fiction, Contemporary, Literature, Novels, Book Club, Literature, 21st Century, Romance, Relationships",523,3.84,English
341,Lucky Girls,Nell Freudenberger,9780330493413, Picador,2006,"1,024","Short Stories, Fiction, Cultural, India, Literary Fiction, Cultural, Asia",133,3.43,English
342,Kushiel's Dart,Jacqueline Carey,9780330493741, Tor Fantasy,2015,"54,688","Fantasy, Romance, Fiction, Fantasy, Epic Fantasy, Adult Fiction, Erotica","3,211",4.05,English
343,What I Loved,Siri Hustvedt,9780340682388, Sceptre (Hodder and Stoughton),2004,"10,816","Fiction, Contemporary, Art",928,4.01,English
344,The Blue Nowhere,Jeffery Deaver,9780340767511, Coronet Books (Hachette),2002,"7,565","Thriller, Mystery, Mystery, Crime, Fiction",495,3.96,English
345,The Lovers (Charlie Parker Series #8),John Connolly,9781416569558,Pocket Star,2011,"5,316","Thriller, Mystery, Mystery, Crime, Horror, Fiction",329,4.13,
346,Altered Carbon,Richard K. Morgan,9780345457691, Del Rey Books,2003,"44,138","Science Fiction, Science Fiction, Cyberpunk, Fiction, Mystery","2,536",4.1,English
347,The Rebels of Ireland,Edward Rutherfurd,9780345472366, Ballantine Books,2007,"4,402","Historical Fiction, Fiction, Cultural, Ireland, Historical",306,4.06,English
348,Angry Housewives Eating Bon Bons,Lorna Landvik,9780345475695, Fawcett Books,2004,"29,704","Fiction, Womens Fiction, Chick Lit, Book Club, Humor, Contemporary, Adult Fiction, Womens Fiction, Adult, Womens, Historical Fiction","2,879",3.77,English
349,The Mephisto Club (Rizzoli and Isles Series #6),Tess Gerritsen,9780345495303,Random House Publishing Group,2006,"26,417","Mystery, Mystery, Crime, Thriller, Fiction, Suspense, Thriller, Mystery Thriller, Mystery, Detective, Mystery, Murder Mystery, Adult, Audiobook","1,333",4.01,English
350,Until I Find You,John Irving,9780345479723, Ballantine Books,2006,"21,381","Fiction, Contemporary, Novels","1,410",3.61,English
351,His Majesty's Dragon (Temeraire Series #1),Naomi Novik,9780345481283,Random House Publishing Group,2006,"50,273","Fantasy, Fantasy, Dragons, Historical Fiction, Fiction, Science Fiction, Alternate History, Historical","4,097",4.05,English
352,G-Spot,Noire,9780345481993, One World/Ballantine,2005,"6,296","Adult Fiction, Erotica, Urban, Cultural, African American, Fiction, Romance, Adult, Romance, Erotic Romance, Sexuality, Adult Fiction, Audiobook",271,4.44,English
353,Daisy Fay and the Miracle Man,Fannie Flagg,9780345485601, Ballantine Books,2005,"11,238","Fiction, Humor, American, Southern, Womens Fiction, Chick Lit",834,3.94,English
354,The Dante Club,Matthew Pearl,9780345490384, Ballantine Books,2004,"33,099","Mystery, Fiction, Historical Fiction, Thriller, Historical","2,154",3.38,English
355,Loving Frank,Nancy Horan,9780345494993, Ballantine Books,2008,"75,064","Historical Fiction, Fiction, Book Club, Historical, Architecture","8,675",3.73,English
356,The Passage (Passage Trilogy Series #1),Justin Cronin,9780345504975,Random House Publishing Group,2011,"138,425","Audiobook, Science Fiction, Horror","15,883",4.03,English
357,Hotel on the Corner of Bitter and Sweet,Jamie Ford,9780345505330, Ballantine Books,2009,"201,969","Historical Fiction, Fiction, Historical, Book Club, Romance, War, World War II","17,637",3.98,English
358,The Paris Wife,Paula McLain,9780345521309, Ballantine Books,2012,"198,075","Historical Fiction, Fiction, Historical, Romance, Book Club, Cultural, France","18,301",3.79,English
359,The Language of Flowers,Vanessa Diffenbaugh,9780345525543, Ballantine Books,2012,"150,665","Fiction, Parenting, Adoption, Literary Fiction","16,789",4.07,English
360,The Plague Forge: The Dire Earth Cycle: Three,Jason M. Hough,9780345537164,Random House Publishing Group,2013,"1,376","Science Fiction, Apocalyptic, Post Apocalyptic, Fiction",146,3.8,English
361,The Iron King (Iron Fey Series #1),Julie Kagawa,9780373210084,Harlequin,2010,"156,166","Fantasy, Young Adult, Romance, Fantasy, Paranormal, Paranormal, Fairies, Fairies, Fae, Fantasy, Magic, Fantasy, Urban Fantasy, Fiction, Adventure","10,198",3.92,English
362,The Iron Daughter (Iron Fey Series #2),Julie Kagawa,9780373210138,Harlequin,2010,"92,372","Fantasy, Young Adult, Romance, Fantasy, Paranormal, Paranormal, Fairies, Fairies, Fae, Fantasy, Magic, Fantasy, Urban Fantasy, Romance, Paranormal Romance, Fiction","5,019",4.14,English
363,The Iron King (Iron Fey Series #1),Julie Kagawa,9780373210084,Harlequin,2010,"82,948","Fantasy, Young Adult, Romance, Fantasy, Paranormal, Paranormal, Fairies","4,506",4.25,English
364,The Iron Queen (Iron Fey Series #3),Julie Kagawa,9780373210183,Harlequin,2011,"82,948","Fantasy, Young Adult, Romance, Fantasy, Paranormal, Paranormal, Fairies","4,506",4.25,English
365,The Iron King (Iron Fey Series #1),Julie Kagawa,9780373210084,Harlequin,2010,"62,972","Fantasy, Young Adult, Romance, Paranormal, Fairies","4,324",4.24,English
366,Pushing the Limits,Katie McGarry,9780373210497, Harlequin Teen,2013,"95,868","Young Adult, Romance, Contemporary, New Adult, Romance, Contemporary Romance, Realistic Fiction, Young Adult, High School, Fiction, Young Adult, Young Adult Romance, Womens Fiction, Chick Lit","7,355",4.08,English
367,Nowhere but Here (Thunder Road Series #1),Katie McGarry,9780373212095,Harlequin,2016,"10,499","Young Adult, Romance, Contemporary, New Adult","1,686",4.0,English
368,Solomon's Jar (Rogue Angel Series #2),Alex Archer,9781552546055,Worldwide Library,2006,"1,142","Fantasy, Fantasy, Urban Fantasy, Adventure, Fiction, Action, Fantasy, Paranormal",68,3.59,English
369,Eternal Journey (Rogue Angel Series #17),Alex Archer,9781426830167,Worldwide Library,2009,378,"Fantasy, Fiction, Adventure, Action, Fantasy, Urban Fantasy",11,3.76,English
370,Burning Dawn (Angels of the Dark Series #3),Gena Showalter,9780373778447,Harlequin,2014,"7,153","Romance, Paranormal Romance, Fantasy, Paranormal, Romance, Fantasy",621,4.31,English
371,Magic Study,Maria V. Snyder,9780373802494, Luna Books,2008,"53,740","Fantasy, Fantasy, Magic, Young Adult, Romance, Fantasy, High Fantasy","3,757",4.06,English
372,Annihilation (Southern Reach Trilogy #1),Jeff VanderMeer,9780374104092,"Farrar, Straus and Giroux",2014,"45,928","Science Fiction, Fiction, Horror, Fantasy","6,289",3.62,English
373,A Manual for Cleaning Women: Selected Stories,Lucia Berlin,9780374202392," Farrar, Straus and Giroux",2016,"5,945","Short Stories, Fiction","1,052",4.16,English
374,The Marriage Plot,Jeffrey Eugenides,9780374203054," Farrar, Straus and Giroux",2012,"96,515","Fiction, Contemporary, Literary Fiction, Romance","10,431",3.42,English
375,Mr. Penumbra's 24-Hour Bookstore: A Novel,Robin Sloan,9781250037756,Picador,2013,"119,138","Fiction, Mystery, Fantasy, Contemporary, Adult, Audiobook","19,211",3.75,English
376,The Rest Is Noise: Listening to the Twentieth Century,Alex  Ross,9780374249397," Farrar, Straus and Giroux",2008,"9,451","Music, Nonfiction, History, Art",590,4.08,English
377,The Submission,Amy Waldman,9780374271565," Farrar, Straus and Giroux",2012,"10,906","Fiction, Contemporary, Historical Fiction","1,724",3.66,English
378,"Thinking, Fast and Slow",Daniel Kahneman,9780374275631," Farrar, Straus and Giroux",2013,"131,134","Psychology, Science, Nonfiction, Economics, Self Help, Business, Philosophy, Self Help, Personal Development, Audiobook, Biology, Neuroscience","5,029",4.06,English
379,Tree of Smoke,Denis Johnson,9780374279127," Farrar, Straus and Giroux",2008,"7,660","Fiction, War, Historical Fiction, Novels","1,133",3.57,English
380,Hild,Nicola Griffith,9780374280871," Farrar, Straus and Giroux",2014,"6,346","Historical Fiction, Fiction, Historical, Fantasy, Historical Fiction, Medieval, Young Adult, European Literature, British Literature, Glbt, Glbt, Queer, Adult","1,405",3.78,English
381,The Uncommon Reader: A Novella,Alan Bennett,9780312427641,Picador,2008,"20,852","Fiction, Writing, Books About Books, Humor, European Literature, British Literature","3,937",3.82,English
382,Train Dreams,Denis Johnson,9780374281144," Farrar, Straus and Giroux",2012,"10,590","Fiction, Historical Fiction, Novella, Western, Literary Fiction","1,459",3.88,English
383,The World Is Flat: A Brief History of the Twenty-First Century (Further Updated and Expanded),Thomas L. Friedman,9780312425074,Picador,2007,"80,504","Nonfiction, History, Economics, Business, Politics","3,217",3.65,English
384,Lush Life,Richard Price,9780374299255," Farrar, Straus and Giroux",2009,"9,998","Fiction, Mystery, New York, Mystery, Crime","1,535",3.69,English
385,The Winner's Curse (Winner's Trilogy Series #1),Marie Rutkoski,9781250056979,Square Fish,2015,"57,153","Fantasy, Young Adult, Romance, Science Fiction, Dystopia","8,893",4.04,English
386,The Silver Linings Playbook (movie tie-in edition),Matthew Quick,9780374533571,"Farrar, Straus and Giroux",2012,"124,641","Fiction, Contemporary, Romance, Adult","10,813",4.01,English
387,The Looming Tower: Al-Qaeda and the Road to 9/11,Lawrence Wright,9780375414862, Knopf,2007,"14,094","Nonfiction, History, Politics, War, Terrorism, War","1,623",4.38,English
388,Cloud Atlas,David Mitchell,9780375507250, Random House,2004,"164,446","Science Fiction, Fiction, Historical Fiction, Science Fiction, Dystopia","16,536",4.01,English
389,Thirteen Moons,Charles Frazier,9780375509322, Random House,2007,"9,786","Historical Fiction, Fiction, Historical","1,490",3.64,English
390,Family Matters,Rohinton Mistry,9780375703423, Vintage,2003,"17,198","Fiction, Cultural, India, Asian Literature, Indian Literature, Cultural, Canada",768,3.99,English
391,The Autograph Man,Zadie Smith,9780375703874, Vintage,2003,"9,095","Fiction, Novels, Contemporary, Literature, Literary Fiction, European Literature, British Literature, Adult Fiction, Modern, Adult, Humor",619,3.13,English
392,The Rotters' Club,Jonathan Coe,9780375713125, Vintage,2003,"6,998","Fiction, Contemporary, Historical Fiction, European Literature, British Literature, Novels",370,3.95,English
393,Persepolis 2: The Story of a Return,Marjane Satrapi,9780375714665,Knopf Doubleday Publishing Group,2005,"113,672","Sequential Art, Graphic Novels, Nonfiction, Autobiography, Memoir, Sequential Art, Comics, Biography","6,110",4.22,English
394,The Complete Persepolis,Marjane Satrapi,9780375714832,Knopf Doubleday Publishing Group,2007,"113,672","Sequential Art, Graphic Novels, Nonfiction, Autobiography, Memoir, Sequential Art, Comics, Biography","6,110",4.22,English
395,Persepolis 2: The Story of a Return,Marjane Satrapi,9780375714665,Knopf Doubleday Publishing Group,2005,"44,143","Sequential Art, Graphic Novels, Sequential Art, Comics, Nonfiction, Autobiography, Memoir, Biography, History, Cultural, Iran, Graphic Novels Comics, Biography, Autobiography, Biography Memoir","1,870",4.22,English
396,Persepolis 2: The Story of a Return,Marjane Satrapi,9780375714665,Knopf Doubleday Publishing Group,2005,"70,144","Sequential Art, Graphic Novels, Nonfiction, Sequential Art, Comics, Autobiography, Memoir, Feminism","4,819",4.35,English
397,The Complete Persepolis,Marjane Satrapi,9780375714832,Knopf Doubleday Publishing Group,2007,"70,144","Sequential Art, Graphic Novels, Nonfiction, Sequential Art, Comics, Autobiography, Memoir, Feminism","4,819",4.35,English
398,Ava's Man,Rick Bragg,9780375724442, Vintage,2002,"4,613","Nonfiction, Biography, Autobiography, Memoir, American, Southern",445,4.21,English
399,Eventide,Kent Haruf,9780375725760, Vintage,2005,"12,966","Fiction, Literary Fiction, Contemporary, Adult Fiction, Novels, Audiobook","1,170",4.15,English
400,Lunar Park,Bret Easton Ellis,9780375727276, Vintage,2006,"17,700","Fiction, Horror, Thriller, Contemporary, Literature, American, Novels",842,3.59,English
401,"Hateship, Friendship, Courtship, Loveship, Marriage",Alice Munro,9780375727436, Vintage,2002,"12,079","Short Stories, Fiction, Cultural, Canada","1,174",4.06,English
402,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,9780375760396, Random House Trade Paperbacks,2002,"36,919","Nonfiction, Science, Food and Drink, Food, History, Environment, Nature, Gardening","2,675",4.05,English
403,Paris 1919: Six Months that Changed the World,Margaret MacMillan,9780375760525, Random House Trade Paperbacks,2003,"7,746","History, Nonfiction, War, World War I, History, European History, War",534,4.08,English
404,Mastiff (Beka Cooper Series #3),Tamora Pierce,9780375838187,Random House Children's Books,2012,"19,638","Fantasy, Young Adult, Fiction, Fantasy, Magic","1,347",4.24,English
405,Trickster's Queen (Trickster's Duet Series #2),Tamora Pierce,9780375828782,Random House Children's Books,2005,"46,158","Fantasy, Young Adult, Fiction, Young Adult, Young Adult Fantasy",755,4.28,English
406,The Book Thief (10th Anniversary Edition),Markus Zusak,9781101934180,Random House Children's Books,2016,"1,194,472","Historical Fiction, Fiction, Young Adult, Historical","90,201",4.36,English
407,"Toys Go Out: Being the Adventures of a Knowledgeable Stingray, a Toughy Little Buffalo, and Someone Called Plastic",Emily Jenkins,9780375836046, Schwartz & Wade,2008,"3,135","Fantasy, Childrens, Childrens, Chapter Books, Fiction",417,3.91,English
408,Inheritance (Inheritance Cycle Series #4),Christopher Paolini,9780375846311,Random House Children's Books,2012,"153,993","Fantasy, Young Adult, Fantasy, Dragons, Fiction","8,670",4.07,English
409,"Love, Stargirl",Jerry Spinelli,9780375913754, Knopf Books for Young Readers,2009,"31,150","Young Adult, Fiction, Realistic Fiction, Romance","2,720",3.8,English
410,Shutter Island,Dennis Lehane,9780380731862, HarperTorch,2009,"117,927","Mystery, Fiction, Thriller, Suspense, Horror, Mystery, Crime","6,723",4.07,English
411,The Wolves in the Walls,Neil Gaiman,9780380810956, HarperCollins,2005,"12,613","Fantasy, Childrens, Picture Books, Childrens, Fiction, Sequential Art, Graphic Novels",831,4.07,English
412,Olympos,Dan Simmons,9780380817931, Harper Voyager,2006,"12,095","Science Fiction, Fiction, Fantasy",451,3.93,English
413,The Hard Way (Jack Reacher Series #10),Lee Child,9780440246008,Random House Publishing Group,2009,"41,435","Thriller, Fiction, Mystery, Action","1,765",4.14,English
414,Boudica: Dreaming the Eagle,Manda Scott,9780440334101,Random House Publishing Group,2003,"2,686","Historical Fiction, Fiction, Historical, Fantasy, European Literature, British Literature, Romance, History, Ancient History, Historical Fiction, Historical Fantasy, Historical, Roman Britain, War",216,4.05,English
415,Crow Lake,Mary Lawson,9780385337632, Dial Press Trade Paperback,2003,"12,919","Fiction, Cultural, Canada, Contemporary","1,471",3.84,English
416,The Book of Joe,Jonathan Tropper,9780385338103, Bantam,2005,"14,164","Fiction, Humor, Contemporary","1,367",3.95,English
417,A Breath of Snow and Ashes (Outlander Series #6),Diana Gabaldon,9780440225805,Random House Publishing Group,2008,"96,536","Romance, Historical Romance, Adult, History","3,801",4.42,English
418,Nothing to Lose (Jack Reacher Series #12),Lee Child,9780440243670,Random House Publishing Group,2009,"35,468","Thriller, Fiction, Mystery, Mystery, Crime","1,862",3.9,English
419,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,9780385340991, The Dial Press,2008,"406,643","Historical Fiction, Fiction, Historical, Book Club, Romance, War, World War II","38,763",4.11,English
420,Mister Pip,Lloyd Jones,9780385341066, Dial Press,2008,"14,113","Fiction, Historical Fiction, War, Young Adult, Contemporary, Book Club, Literature, Young Adult, Coming Of Age, Writing, Books About Books, Literary Fiction","1,807",3.66,English
421,Faefever (Fever Series #3),Karen Marie Moning,9780440244394,Random House Publishing Group,2009,"73,524","Fantasy, Urban Fantasy, Fantasy, Paranormal, Romance, Paranormal Romance, Fairies, Fae, Fantasy, Adult","3,825",4.35,English
422,Dreamfever (Fever Series #4),Karen Marie Moning,9780440244400,Random House Publishing Group,2010,"73,702","Fantasy, Fantasy, Paranormal, Romance, Fantasy, Urban Fantasy, Romance, Paranormal Romance, Fairies, Fae, Adult","4,040",4.44,English
423,Shadowfever (Fever Series #5),Karen Marie Moning,9780440244417,Random House Publishing Group,2011,"74,251","Fantasy, Urban Fantasy, Fantasy, Fantasy, Paranormal, Romance, Romance, Paranormal Romance, Fairies, Fae","5,850",4.48,English
424,Twenties Girl,Sophie Kinsella,9780385342025, The Dial Press,2010,"120,947","Womens Fiction, Chick Lit, Romance, Fiction, Contemporary","5,818",3.81,English
425,I've Got Your Number,Sophie Kinsella,9780385342063, The Dial Press,2012,"148,461","Womens Fiction, Chick Lit, Romance, Contemporary Romance, Humor, Funny, Audiobook, Adult Fiction","10,128",3.93,English
426,The Imperfectionists,Tom Rachman,9780385343664, The Dial Press,2011,"41,053","Fiction, Cultural, Italy, Contemporary, Literary Fiction, Writing, Journalism, Book Club, Novels, Adult Fiction, Adult, Literature","5,465",3.53,English
427,Defending Jacob,William Landay,9780385344227, Delacorte Press,2013,"188,418","Fiction, Mystery, Thriller, Mystery, Crime, Suspense","17,227",3.97,English
428,Longbourn,Jo Baker,9780385351232, Knopf,2014,"35,685","Historical Fiction, Fiction, Historical, Romance, Audiobook, European Literature, British Literature","5,910",3.61,English
429,The Circle,Dave Eggers,9780385351393, Knopf,2014,"95,044","Fiction, Science Fiction, Science Fiction, Dystopia","13,418",3.46,English
430,The Narrow Road to the Deep North,Richard Flanagan,9780385352857, Knopf,2015,"32,175","Fiction, Historical Fiction, War, Cultural, Australia, Historical","4,652",4.0,English
431,Sailing the Wine-Dark Sea: Why the Greeks Matter,Thomas Cahill,9780385495547, Anchor,2004,"2,277","History, Nonfiction, Cultural, Greece, History, Ancient History",225,3.77,English
432,The Lost Symbol,Dan Brown,9780385504225, Doubleday,2010,"386,638","Fiction, Mystery, Thriller, Thriller, Mystery Thriller","23,698",3.65,English
433,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David Grann,9780385513531, Doubleday/Random House (NY),2010,"44,088","Nonfiction, History, Adventure, Travel, Biography","4,085",3.86,English
434,Legacy of Ashes: the History of the CIA,Tim Weiner,9780385514453, Doubleday,2008,"7,297","History, Nonfiction, Politics, Spy Thriller, Espionage, North American Hi..., American History, War",790,3.88,English
435,Deep Storm,Lincoln Child,9780385515504, Doubleday Books,2011,"18,890","Thriller, Fiction, Mystery, Science Fiction, Adventure, Suspense, Thriller, Mystery Thriller, Action, Audiobook, Horror",719,3.87,English
436,Rant: An Oral Biography of Buster Casey,Chuck Palahniuk,9780385517874, Doubleday Books,2008,"51,212","Fiction, Science Fiction, Contemporary, Horror","2,650",3.82,English
437,"Physics of the Impossible: A Scientific Exploration into the World of Phasers, Force Fields, Teleportation, and Time Travel",Michio Kaku,9780307278821,Knopf Doubleday Publishing Group,2009,"23,146","Science, Nonfiction, Science, Physics, Science, Popular Science",981,4.07,English
438,A Fraction of the Whole,Steve Toltz,9780385521727, Spiegel & Grau,2008,"9,604","Fiction, Cultural, Australia, Contemporary","1,418",4.04,English
439,Playing For Pizza,John Grisham,9780385525008, Doubleday,2012,"35,498","Fiction, Sports and Games, Sports, Cultural, Italy, Football","3,545",3.41,English
440,The Dark Side: The Inside Story of How The War on Terror Turned into a War on American Ideals,Jane Mayer,9780385526395, Doubleday,2009,"3,124","Nonfiction, Politics, History, War, War, Terrorism",380,4.17,English
441,American Rust,Philipp Meyer,9780385527514, Spiegel & Grau,2010,"6,725","Fiction, Mystery, Mystery, Crime","1,043",3.68,English
442,The Year of the Flood (MaddAddam Trilogy #2),Margaret Atwood,9780307455475,Knopf Doubleday Publishing Group,2010,"71,763","Fiction, Science Fiction, Science Fiction, Dystopia, Apocalyptic, Post Apocalyptic, Cultural, Canada","6,146",4.04,English
443,MaddAddam (MaddAddam Trilogy #3),Margaret Atwood,9780307455482,Knopf Doubleday Publishing Group,2014,"38,560","Fiction, Science Fiction, Science Fiction, Dystopia, Apocalyptic, Post Apocalyptic, Fantasy","4,081",3.97,English
444,The Silent Land,Graham Joyce,9780385533805, Doubleday,2012,"3,347","Fiction, Fantasy, Horror, Mystery, Fantasy, Paranormal, Thriller, Adult Fiction",681,3.62,English
445,Goodbye for Now,Laurie Frankel,9780385536189, Doubleday,2013,"2,395","Fiction, Romance, Contemporary, Science Fiction",542,3.6,English
446,A Little Life,Hanya Yanagihara,9780385539258, Doubleday,2016,"66,838","Fiction, Contemporary, Literary Fiction","12,611",4.26,English
447,The Children Act,Ian McEwan,9780385539708, Nan A. Talese,2015,"40,342","Fiction, Contemporary, Literary Fiction, European Literature, British Literature, Adult Fiction, Novels, Religion, Literature, Book Club, Audiobook","4,841",3.67,English
448,"Started Early, Took My Dog (Jackson Brodie Series #4)",Kate Atkinson,9780316066747,"Little, Brown and Company",2011,"23,664","Mystery, Fiction, Mystery, Crime, European Literature, British Literature","2,560",3.89,English
449,Before I Die,Jenny Downham,9780385613460, David Fickling Books,2009,"45,352","Young Adult, Contemporary, Romance, Fiction, Realistic Fiction","3,823",3.85,English
450,A God in Ruins,Kate Atkinson,9780385618717, Doubleday,2016,"30,826","Fiction, Historical Fiction, Historical, War, Literary Fiction, Audiobook","4,544",3.92,English
451,You Are Not a Stranger Here: Stories,Adam Haslett,9780385720724, Anchor,2003,"2,942","Short Stories, Fiction, Glbt",349,3.94,English
452,Choke,Chuck Palahniuk,9780385720922, Anchor Books,2002,"158,609","Fiction, Contemporary, Humor, Novels","5,220",3.69,English
453,Three Junes,Julia Glass,9780385721424, Anchor,2003,"36,144","Fiction, Book Club, Contemporary","2,183",3.56,English
